Timestamp,familiarity,response,reason,confidence,Problems,Search Term,Total Search Time in s,Actions,numberOfClicks,ClickedFeatured,timeSpentOnFeatured,clickedFirst,timeSpentOnFirst,clickedSecond,timeSpentOnSecond,clickedThird,timeSpentOnThird,clickedFourth,timeSpentOnFourth,clickedFifth,timeSpentOnFifth,clickedSixth,timeSpentOnSixth,started_datetime,completed_date_time,time_taken,age,Sex
2022/07/04 2:32:53 pm EET,2,Yes,"If you live abroad, you need an international licence to drive in Switzerland only if your driving licence does not mention the authorised vehicle categories in Latin characters. If you live in Switzerland, you may have to exchange your foreign licence for a Swiss licence.",5,,,,,,,,,,,,,,,,,,,,2022-07-04 12:23:22,2022-07-04 12:33:03,580.705,28,Female
2022/07/04 2:33:02 pm EET,1,Yes,"the first site seemed to be more reliant, because it provided articles too. There was written that if you have a valid national driving licence you can drive, as long as you have a translated copy in English, French or Italian. the USA driving licence is in English so there shouldn't be any problems. ",4,,driving in switzerland,233.82023,"['1:11.829092', 'Focus:92.21841', '5:103.414719', 'Focus:142.018167', '6:146.91649500000003', 'Focus:208.56220800000003', '1:216.34287600000002', 'Focus:230.32143200000002']",4,FALSE,0,TRUE,94.367874,FALSE,0,FALSE,0,FALSE,0,TRUE,38.603448,TRUE,61.645713,2022-07-04 12:23:38,2022-07-04 12:33:20,581.415,20,Female
2022/07/04 2:33:35 pm EET,1,Yes,"drivers from other countries may drive motorised vehicles in Switzerland provided that they are holders of:

a valid national driving licence, or
a valid international driving licence (in accordance with the International Convention on Motor Traffic [SR 0.741.11] and the Convention on Road Traffic [SR 0.741.10]), together with the relevant national driving licence.",4,,is a 17-year-old with a valid US license allowed to drive in Switzerland,217.732074,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-07-04 12:23:53,2022-07-04 12:34:14,621.278,30,Female
2022/07/04 2:34:45 pm EET,1,No,"No, because beeing just 17 means that 3 years haven't already passed since he got his driver's licence. So, he is not suitable for the required test. Anyway, I believe that in Switzerland, just like in the rest of Europe, only at the age of 18 you can get driving lessons",3,,MINIMUM AGE TO DRIVE IN SWITZERLAND,315.325305,"['1:10.998149999999999', 'Focus:99.148721', '4:109.01366999999999', 'Focus:169.585581', '3:174.884769', 'Focus:201.146514', '1:228.00834199999997', 'Focus:263.635055', '5:275.34969399999994', 'Focus:309.476403']",5,FALSE,0,TRUE,123.777284,FALSE,0,TRUE,26.261745,TRUE,60.571911,TRUE,34.126709,FALSE,0,2022-07-04 12:23:42,2022-07-04 12:35:00,677.307,53,Male
2022/07/04 2:37:01 pm EET,2,Yes,The first search result states that any driver holding a driving license from his country can drive in Switzerland,5,,can an american driver drives in switzerland,358.697986,"['1:5.599753', 'Focus:100.20684099999997', '3:111.23939999999999', 'Focus:114.75552199999998', '1:116.905633', 'Focus:302.87017399999996', '1:305.636873', 'Focus:356.08185499999996']",4,FALSE,0,TRUE,331.016611,FALSE,0,TRUE,3.516122,FALSE,0,FALSE,0,FALSE,0,2022-07-04 12:25:06,2022-07-04 12:37:16,729.324,36,Male
2022/07/04 2:37:03 pm EET,1,No,"From what I was able to find, you need an international driver's licenese, or international permit and need to be over 18 to get one.",4,,driving law switzerland tourist,2.645776,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-07-04 12:32:27,2022-07-04 12:37:15,287.679,25,Male
2022/07/04 2:37:14 pm EET,1,No,they will also need to have an international driving licence / permit,4,,Is your 17-year-old relative from the USA allowed to drive a car in Switzerland?,268.570648,"['1:9.384138999999998', 'Focus:245.53553499999998', '2:248.535758', 'Focus:251.73594300000002', '3:262.453503', 'Focus:265.73699400000004']",3,FALSE,0,TRUE,236.151396,TRUE,3.200185,TRUE,3.283491,FALSE,0,FALSE,0,FALSE,0,2022-07-04 12:23:00,2022-07-04 12:37:27,866.604,25,Male
2022/07/04 2:37:23 pm EET,1,No,You have to be at least 18 years old to drive a car in Switzerland,4,,,,,,,,,,,,,,,,,,,,2022-07-04 12:33:04,2022-07-04 12:37:30,266.122,20,Female
2022/07/04 2:37:30 pm EET,3,Yes,The law in Switzerland allows 17 year old to drive,5,,driving law in Switzerland,248.087419,"['1:5.580832999999998', 'Focus:205.04303', '2:210.390308', 'Focus:243.839902']",2,FALSE,0,TRUE,199.462197,TRUE,33.449594,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-07-04 12:24:00,2022-07-04 12:38:11,850.464,20,Male
2022/07/04 2:37:57 pm EET,1,No,They cannot apply for an international driving permit since they are not 18,4,,us citizen 17 years old driving licence switzerland,174.987751,"['1:12.525854000000002', 'Focus:47.74529099999999', '2:50.271143', 'Focus:77.491121', '3:81.378708', 'Focus:129.14581800000002', '4:140.92984700000002', 'Focus:171.13886000000002']",4,FALSE,0,TRUE,35.219437,TRUE,27.219978,TRUE,47.76711,TRUE,30.209013,FALSE,0,FALSE,0,2022-07-04 12:22:13,2022-07-04 12:38:06,953.104,36,Female
2022/07/04 2:38:24 pm EET,1,No,the minimum age for driving a car is 18,4,,driving rules in the switzerland for internationals,82.567773,"['1:4.198065999999997', 'Focus:4.214728999999991']",1,FALSE,0,TRUE,0.016663,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-07-04 12:32:16,2022-07-04 12:38:44,388.198,21,Female
2022/07/04 2:38:47 pm EET,3,No,According to research and Switzerland law anyone above the age 18 is eligible to apply for the international drivers permit which will presented when renting a car and the law enforcement or if you happen to be in an accident.,5,,can an 17  year old from a foreign country drive in switzerland,152.253312,"['6:25.14773200000002', 'Focus:146.83712300000002']",1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,121.689391,2022-07-04 12:23:24,2022-07-04 12:39:04,940.313,27,Female
2022/07/04 2:40:24 pm EET,1,No,"As an American he needs an international driving license, and a 17 years old can't apply for it.",3,,underaged usa citizen with driving licence can drive in switzerland,201.204164,"['1:7.249544999999998', 'Focus:58.296552999999996', '5:63.879481000000006', 'Focus:101.22703000000001', '3:107.79332600000001', 'Focus:199.00431600000002']",3,FALSE,0,TRUE,51.047008,FALSE,0,TRUE,91.21099,FALSE,0,TRUE,37.347549,FALSE,0,2022-07-04 12:35:16,2022-07-04 12:40:31,315.763,28,Male
2022/07/04 2:42:08 pm EET,1,Yes,"When I was searching, I came across an article with this line ""A foreign, national or international license entitles the holder to drive all categories of vehicles for which that license is valid on Swiss roads."" Foreigners are allowed to drive in Switzerland, as long their license is valid. Which means my 17 year old cousin is allowed to.
 
Source: https://www.eda.admin.ch/countries/usa/en/home/services/driving-and-vehicles/driving-ch-foreign-licence.html ",3,,Is a 17 year old American allowed to drive in Switzerland,341.021402,"['1:7.10323799999999', 'Focus:169.84482500000001', '5:178.38093699999996', 'Focus:194.75556', '2:207.810944', 'Focus:207.82751099999996']",3,FALSE,0,TRUE,162.741587,TRUE,0.016567,FALSE,0,FALSE,0,TRUE,16.374623,FALSE,0,2022-07-04 12:22:43,2022-07-04 12:42:30,1186.965,25,Female
2022/07/04 2:42:46 pm EET,2,No,"Because,travellers who are at least 18 years old and in possession of a valid national driver license are allowed to drive a car or motorbike in Switzerland.",5,,,,,,,,,,,,,,,,,,,,2022-07-04 12:34:19,2022-07-04 12:43:26,546.747,26,Female
2022/07/04 2:42:56 pm EET,1,No,"You must be 18 and above in order for you to have an international drivers license, so my 17 year old relative can not drive in Switzerland because of age.",5,,Is your 17-year-old relative from the USA allowed to drive a car in Switzerland?,310.718905,"['1:55.19709800000001', 'Focus:85.183573']",1,FALSE,0,TRUE,29.986475,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-07-04 12:23:51,2022-07-04 12:44:08,1216.458,28,Female
2022/07/04 2:44:10 pm EET,1,Yes,Switzerland  allow US license,4,,,,,,,,,,,,,,,,,,,,2022-07-04 12:23:59,2022-07-04 12:44:18,1219.377,33,CONSENT REVOKED
2022/07/04 3:07:05 pm EET,1,Yes,I he has European special licence then he can drive.,3,,can a 17year old american drive in switzerland,99.327861,"['1:1.733508999999998', 'Focus:31.220205000000007', '2:32.403667', 'Focus:53.189243000000005', '3:57.68987', 'Focus:96.79409300000002']",3,FALSE,0,TRUE,29.486696,TRUE,20.785576,TRUE,39.104223,FALSE,0,FALSE,0,FALSE,0,2022-07-04 13:00:22,2022-07-04 13:07:17,414.209,21,Male
